20.Muppet_Treasure_Island_(1996)	1027.Grumpier_Old_Men_(1995)	865.Michael_(1996)	224.101_Dalmatians_(1996)	755.Father_of_the_Bride_Part_II_(1995)	472.James_and_the_Giant_Peach_(1996)	1059.Adventures_of_Pinocchio,_The_(1996)	111.Flipper_(1996)	1046.Multiplicity_(1996)	471.Dragonheart_(1996)	106.Moll_Flanders_(1996)
21.Braveheart_(1995)	171.Empire_Strikes_Back,_The_(1980)	173.Raiders_of_the_Lost_Ark_(1981)	172.Princess_Bride,_The_(1987)	78.Fugitive,_The_(1993)	10.Seven_(Se7en)_(1995)	209.Indiana_Jones_and_the_Last_Crusade_(1989)	203.Back_to_the_Future_(1985)	194.Terminator,_The_(1984)	11.Usual_Suspects,_The_(1995)	317.Schindler's_List_(1993)
22.Taxi_Driver_(1976)	181.GoodFellas_(1990)	186.Godfather:_Part_II,_The_(1974)	653.Chinatown_(1974)	202.Unforgiven_(1992)	196.Graduate,_The_(1967)	356.One_Flew_Over_the_Cuckoo's_Nest_(1975)	191.Raging_Bull_(1980)	184.Psycho_(1960)	47.Hoop_Dreams_(1994)	11.Usual_Suspects,_The_(1995)
23.Rumble_in_the_Bronx_(1995)	404.Mission:_Impossible_(1996)	545.Broken_Arrow_(1996)	146.Long_Kiss_Goodnight,_The_(1996)	117.Twister_(1996)	249.Fifth_Element,_The_(1997)	234.Mars_Attacks!_(1996)	150.Willy_Wonka_and_the_Chocolate_Factory_(1971)	120.Independence_Day_(ID4)_(1996)	454.Jackie_Chan's_First_Strike_(1996)	239.Beavis_and_Butt-head_Do_America_(1996)
24.Birdcage,_The_(1996)	110.Truth_About_Cats_&_Dogs,_The_(1996)	14.Mr._Holland's_Opus_(1995)	741.Ransom_(1996)	844.That_Thing_You_Do!_(1996)	150.Willy_Wonka_and_the_Chocolate_Factory_(1971)	120.Independence_Day_(ID4)_(1996)	0.Toy_Story_(1995)	236.Jerry_Maguire_(1996)	116.Rock,_The_(1996)	124.Phenomenon_(1996)
25.Brothers_McMullen,_The_(1995)	715.Home_for_the_Holidays_(1995)	466.Bronx_Tale,_A_(1993)	955.Nobody's_Fool_(1994)	517.Miller's_Crossing_(1990)	1118.Some_Kind_of_Wonderful_(1987)	730.Corrina,_Corrina_(1994)	701.Barcelona_(1994)	1108.Death_and_the_Maiden_(1994)	1047.She's_the_One_(1996)	791.Bullets_Over_Broadway_(1994)
26.Bad_Boys_(1995)	67.Crow,_The_(1994)	38.Strange_Days_(1995)	1.GoldenEye_(1995)	942.Killing_Zoe_(1994)	685.Perfect_World,_A_(1993)	32.Desperado_(1995)	549.Die_Hard:_With_a_Vengeance_(1995)	91.True_Romance_(1993)	225.Die_Hard_2_(1990)	678.Conan_the_Barbarian_(1981)
27.Apollo_13_(1995)	68.Forrest_Gump_(1994)	422.E.T._the_Extra-Terrestrial_(1982)	203.Back_to_the_Future_(1985)	96.Dances_with_Wolves_(1990)	172.Princess_Bride,_The_(1987)	317.Schindler's_List_(1993)	215.When_Harry_Met_Sally..._(1989)	171.Empire_Strikes_Back,_The_(1980)	195.Dead_Poets_Society_(1989)	654.Stand_by_Me_(1986)
28.Batman_Forever_(1995)	553.Waterworld_(1995)	226.Star_Trek_VI:_The_Undiscovered_Country_(1991)	228.Star_Trek_III:_The_Search_for_Spock_(1984)	230.Batman_Returns_(1992)	719.First_Knight_(1995)	448.Star_Trek:_The_Motion_Picture_(1979)	449.Star_Trek_V:_The_Final_Frontier_(1989)	37.Net,_The_(1995)	61.Stargate_(1994)	577.Demolition_Man_(1993)
29.Belle_de_jour_(1967)	854.Diva_(1981)	639.Cook_the_Thief_His_Wife_&_Her_Lover,_The_(1989)	1017.Tie_Me_Up!_Tie_Me_Down!_(1990)	646.Ran_(1985)	1148.Walkabout_(1971)	45.Exotica_(1994)	206.Cyrano_de_Bergerac_(1990)	862.Garden_of_Finzi-Contini,_The_(Giardino_dei_Finzi-Contini,_Il)_(1970)	60.Three_Colors:_White_(1994)	1005.Until_the_End_of_the_World_(Bis_ans_Ende_der_Welt)_(1991)
30.Crimson_Tide_(1995)	81.Jurassic_Park_(1993)	96.Dances_with_Wolves_(1990)	567.Speed_(1994)	94.Aladdin_(1992)	683.In_the_Line_of_Fire_(1993)	86.Searching_for_Bobby_Fischer_(1993)	201.Groundhog_Day_(1993)	195.Dead_Poets_Society_(1989)	650.Glory_(1989)	68.Forrest_Gump_(1994)
31.Crumb_(1994)	191.Raging_Bull_(1980)	1100.Six_Degrees_of_Separation_(1993)	174.Brazil_(1985)	47.Hoop_Dreams_(1994)	473.Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb_(1963)	520.Deer_Hunter,_The_(1978)	41.Clerks_(1994)	155.Reservoir_Dogs_(1992)	213.Pink_Floyd_-_The_Wall_(1982)	80.Hudsucker_Proxy,_The_(1994)
32.Desperado_(1995)	91.True_Romance_(1993)	38.Strange_Days_(1995)	54.Professional,_The_(1994)	67.Crow,_The_(1994)	549.Die_Hard:_With_a_Vengeance_(1995)	187.Full_Metal_Jacket_(1987)	567.Speed_(1994)	384.True_Lies_(1994)	160.Top_Gun_(1986)	26.Bad_Boys_(1995)
33.Doom_Generation,_The_(1995)	1076.Love_and_a_.45_(1994)	1139.Road_to_Wellville,_The_(1994)	266.unknown	1116.Surviving_Picasso_(1996)	1501.Naked_in_New_York_(1994)	1613.Reluctant_Debutante,_The_(1958)	960.Orlando_(1993)	1466.Saint_of_Fort_Washington,_The_(1993)	1129.Jupiter's_Wife_(1994)	736.Sirens_(1994)
34.Free_Willy_2:_The_Adventure_Home_(1995)	1028.Jury_Duty_(1995)	77.Free_Willy_(1993)	794.Richie_Rich_(1994)	816.Frisk_(1995)	811.Andre_(1994)	1042.Rent-a-Kid_(1995)	1502.Gold_Diggers:_The_Secret_of_Bear_Mountain_(1995)	1468.Tom_and_Huck_(1995)	1414.Next_Karate_Kid,_The_(1994)	1479.Herbie_Rides_Again_(1974)
35.Mad_Love_(1995)	1440.Moonlight_and_Valentino_(1995)	1151.In_Love_and_War_(1996)	737.Threesome_(1994)	774.Something_to_Talk_About_(1995)	1085.It's_My_Party_(1995)	1310.Waiting_to_Exhale_(1995)	1194.Strawberry_and_Chocolate_(Fresa_y_chocolate)_(1993)	1110.Double_Happiness_(1994)	793.It_Could_Happen_to_You_(1994)	1470.Hideaway_(1995)
36.Nadja_(1994)	593.Heavy_(1995)	1366.Faust_(1994)	112.Horseman_on_the_Roof,_The_(Hussard_sur_le_toit,_Le)_(1995)	1352.1-900_(1994)	1421.Suture_(1993)	1494.Flirt_(1995)	1534.Enfer,_L'_(1994)	766.Addiction,_The_(1995)	1157.Fille_seule,_La_(A_Single_Girl)_(1995)	1461.Thieves_(Voleurs,_Les)_(1996)
37.Net,_The_(1995)	719.First_Knight_(1995)	232.Under_Siege_(1992)	553.Waterworld_(1995)	28.Batman_Forever_(1995)	230.Batman_Returns_(1992)	225.Die_Hard_2_(1990)	565.Clear_and_Present_Danger_(1994)	53.Outbreak_(1995)	76.Firm,_The_(1993)	402.Batman_(1989)
38.Strange_Days_(1995)	32.Desperado_(1995)	91.True_Romance_(1993)	942.Killing_Zoe_(1994)	26.Bad_Boys_(1995)	54.Professional,_The_(1994)	52.Natural_Born_Killers_(1994)	788.Swimming_with_Sharks_(1995)	67.Crow,_The_(1994)	16.From_Dusk_Till_Dawn_(1996)	641.Grifters,_The_(1990)
39.To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar_(1995)	89.So_I_Married_an_Axe_Murderer_(1993)	48.I.Q._(1994)	1073.Reality_Bites_(1994)	714.To_Die_For_(1995)	780.French_Kiss_(1995)	416.Parent_Trap,_The_(1961)	738.Pretty_Woman_(1990)	730.Corrina,_Corrina_(1994)	66.Ace_Ventura:_Pet_Detective_(1994)	400.Brady_Bunch_Movie,_The_(1995)
40.Billy_Madison_(1995)	939.Airheads_(1994)	363.Ace_Ventura:_When_Nature_Calls_(1995)	1187.Young_Guns_II_(1990)	387.Beverly_Hills_Cop_III_(1994)	79.Hot_Shots!_Part_Deux_(1993)	779.Dumb_&_Dumber_(1994)	1436.House_Party_3_(1994)	720.Mallrats_(1995)	789.Tommy_Boy_(1995)	383.Naked_Gun_33_1/3:_The_Final_Insult_(1994)
41.Clerks_(1994)	153.Monty_Python's_Life_of_Brian_(1979)	185.Blues_Brothers,_The_(1980)	208.This_Is_Spinal_Tap_(1984)	207.Young_Frankenstein_(1974)	432.Heathers_(1989)	167.Monty_Python_and_the_Holy_Grail_(1974)	237.Raising_Arizona_(1987)	174.Brazil_(1985)	152.Fish_Called_Wanda,_A_(1988)	203.Back_to_the_Future_(1985)
42.Disclosure_(1994)	1043.Paper,_The_(1994)	1310.Waiting_to_Exhale_(1995)	1144.Blue_Chips_(1994)	795.Speechless_(1994)	1400.M._Butterfly_(1993)	370.Bridges_of_Madison_County,_The_(1995)	1040.Forget_Paris_(1995)	1090.Pete's_Dragon_(1977)	1440.Moonlight_and_Valentino_(1995)	1045.Malice_(1993)
43.Dolores_Claiborne_(1994)	355.Client,_The_(1994)	4.Copycat_(1995)	217.Cape_Fear_(1991)	154.Dirty_Dancing_(1987)	158.Basic_Instinct_(1992)	76.Firm,_The_(1993)	442.Birds,_The_(1963)	50.Legends_of_the_Fall_(1994)	971.Passion_Fish_(1992)	446.Carrie_(1976)
44.Eat_Drink_Man_Woman_(1994)	169.Cinema_Paradiso_(1988)	639.Cook_the_Thief_His_Wife_&_Her_Lover,_The_(1989)	462.Secret_of_Roan_Inish,_The_(1994)	579.Englishman_Who_Went_Up_a_Hill,_But_Came_Down_a_Mountain,_The_(1995)	662.Being_There_(1979)	729.Queen_Margot_(Reine_Margot,_La)_(1994)	212.Room_with_a_View,_A_(1986)	85.Remains_of_the_Day,_The_(1993)	1193.Once_Were_Warriors_(1994)	461.Like_Water_For_Chocolate_(Como_agua_para_chocolate)_(1992)
45.Exotica_(1994)	29.Belle_de_jour_(1967)	1017.Tie_Me_Up!_Tie_Me_Down!_(1990)	170.Delicatessen_(1991)	592.Stalingrad_(1993)	1109.Tank_Girl_(1995)	1064.Koyaanisqatsi_(1983)	1554.Secret_Adventures_of_Tom_Thumb,_The_(1993)	1621.Paris,_France_(1993)	1158.Stalker_(1979)	586.Hour_of_the_Pig,_The_(1993)
46.Ed_Wood_(1994)	237.Raising_Arizona_(1987)	174.Brazil_(1985)	207.Young_Frankenstein_(1974)	208.This_Is_Spinal_Tap_(1984)	7.Babe_(1995)	662.Being_There_(1979)	513.Annie_Hall_(1977)	153.Monty_Python's_Life_of_Brian_(1979)	152.Fish_Called_Wanda,_A_(1988)	47.Hoop_Dreams_(1994)
47.Hoop_Dreams_(1994)	177.12_Angry_Men_(1957)	426.To_Kill_a_Mockingbird_(1962)	237.Raising_Arizona_(1987)	495.It's_a_Wonderful_Life_(1946)	57.Quiz_Show_(1994)	68.Forrest_Gump_(1994)	22.Taxi_Driver_(1976)	142.Sound_of_Music,_The_(1965)	27.Apollo_13_(1995)	214.Field_of_Dreams_(1989)
48.I.Q._(1994)	89.So_I_Married_an_Axe_Murderer_(1993)	71.Mask,_The_(1994)	39.To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar_(1995)	780.French_Kiss_(1995)	66.Ace_Ventura:_Pet_Detective_(1994)	714.To_Die_For_(1995)	450.Grease_(1978)	400.Brady_Bunch_Movie,_The_(1995)	721.Nine_Months_(1995)	1073.Reality_Bites_(1994)
49.Star_Wars_(1977)	180.Return_of_the_Jedi_(1983)	126.Godfather,_The_(1972)	99.Fargo_(1996)	6.Twelve_Monkeys_(1995)	0.Toy_Story_(1995)	236.Jerry_Maguire_(1996)	221.Star_Trek:_First_Contact_(1996)	275.Leaving_Las_Vegas_(1995)	8.Dead_Man_Walking_(1995)	116.Rock,_The_(1996)
50.Legends_of_the_Fall_(1994)	355.Client,_The_(1994)	53.Outbreak_(1995)	76.Firm,_The_(1993)	401.Ghost_(1990)	158.Basic_Instinct_(1992)	469.Tombstone_(1993)	548.Rob_Roy_(1995)	719.First_Knight_(1995)	154.Dirty_Dancing_(1987)	754.Jumanji_(1995)
51.Madness_of_King_George,_The_(1994)	706.Enchanted_April_(1991)	197.Nikita_(La_Femme_Nikita)_(1990)	85.Remains_of_the_Day,_The_(1993)	211.Unbearable_Lightness_of_Being,_The_(1988)	424.Bob_Roberts_(1992)	461.Like_Water_For_Chocolate_(Como_agua_para_chocolate)_(1992)	189.Henry_V_(1989)	527.Killing_Fields,_The_(1984)	735.Shadowlands_(1993)	948.How_to_Make_an_American_Quilt_(1995)
52.Natural_Born_Killers_(1994)	16.From_Dusk_Till_Dawn_(1996)	216.Bram_Stoker's_Dracula_(1992)	568.Wolf_(1994)	558.Interview_with_the_Vampire_(1994)	218.Nightmare_on_Elm_Street,_A_(1984)	158.Basic_Instinct_(1992)	447.Omen,_The_(1976)	435.American_Werewolf_in_London,_An_(1981)	38.Strange_Days_(1995)	446.Carrie_(1976)
53.Outbreak_(1995)	355.Client,_The_(1994)	469.Tombstone_(1993)	50.Legends_of_the_Fall_(1994)	76.Firm,_The_(1993)	230.Batman_Returns_(1992)	158.Basic_Instinct_(1992)	719.First_Knight_(1995)	565.Clear_and_Present_Danger_(1994)	402.Batman_(1989)	225.Die_Hard_2_(1990)
54.Professional,_The_(1994)	187.Full_Metal_Jacket_(1987)	143.Die_Hard_(1988)	430.Highlander_(1986)	155.Reservoir_Dogs_(1992)	175.Aliens_(1986)	264.Hunt_for_Red_October,_The_(1990)	3.Get_Shorty_(1995)	10.Seven_(Se7en)_(1995)	194.Terminator,_The_(1984)	683.In_the_Line_of_Fire_(1993)
55.Pulp_Fiction_(1994)	97.Silence_of_the_Lambs,_The_(1991)	78.Fugitive,_The_(1993)	171.Empire_Strikes_Back,_The_(1980)	172.Princess_Bride,_The_(1987)	11.Usual_Suspects,_The_(1995)	173.Raiders_of_the_Lost_Ark_(1981)	233.Jaws_(1975)	317.Schindler's_List_(1993)	167.Monty_Python_and_the_Holy_Grail_(1974)	602.Rear_Window_(1954)
56.Priest_(1994)	581.Piano,_The_(1993)	639.Cook_the_Thief_His_Wife_&_Her_Lover,_The_(1989)	461.Like_Water_For_Chocolate_(Como_agua_para_chocolate)_(1992)	726.Immortal_Beloved_(1994)	583.Secret_Garden,_The_(1993)	51.Madness_of_King_George,_The_(1994)	1325.Boys_(1996)	706.Enchanted_April_(1991)	1127.Heidi_Fleiss:_Hollywood_Madam_(1995)_	212.Room_with_a_View,_A_(1986)
57.Quiz_Show_(1994)	214.Field_of_Dreams_(1989)	131.Wizard_of_Oz,_The_(1939)	142.Sound_of_Music,_The_(1965)	177.12_Angry_Men_(1957)	222.Sling_Blade_(1996)	134.2001:_A_Space_Odyssey_(1968)	190.Amadeus_(1984)	179.Apocalypse_Now_(1979)	426.To_Kill_a_Mockingbird_(1962)	526.Gandhi_(1982)
58.Three_Colors:_Red_(1994)	60.Three_Colors:_White_(1994)	59.Three_Colors:_Blue_(1993)	220.Breaking_the_Waves_(1996)	1004.Double_vie_de_Vronique,_La_(Double_Life_of_Veronique,_The)_(1991)	511.Wings_of_Desire_(1987)	1330.Last_Klezmer:_Leopold_Kozlowski,_His_Life_and_Music,_The_(1995)	29.Belle_de_jour_(1967)	169.Cinema_Paradiso_(1988)	15.French_Twist_(Gazon_maudit)_(1995)	1097.Flirting_With_Disaster_(1996)
59.Three_Colors:_Blue_(1993)	60.Three_Colors:_White_(1994)	58.Three_Colors:_Red_(1994)	1004.Double_vie_de_Vronique,_La_(Double_Life_of_Veronique,_The)_(1991)	1395.Stonewall_(1995)	1158.Stalker_(1979)	1523.Kaspar_Hauser_(1993)	1542.Johns_(1996)	1005.Until_the_End_of_the_World_(Bis_ans_Ende_der_Welt)_(1991)	1192.Before_the_Rain_(Pred_dozhdot)_(1994)	1540.Beans_of_Egypt,_Maine,_The_(1994)
60.Three_Colors:_White_(1994)	58.Three_Colors:_Red_(1994)	59.Three_Colors:_Blue_(1993)	1004.Double_vie_de_Vronique,_La_(Double_Life_of_Veronique,_The)_(1991)	1395.Stonewall_(1995)	511.Wings_of_Desire_(1987)	1523.Kaspar_Hauser_(1993)	29.Belle_de_jour_(1967)	1192.Before_the_Rain_(Pred_dozhdot)_(1994)	112.Horseman_on_the_Roof,_The_(Hussard_sur_le_toit,_Le)_(1995)	15.French_Twist_(Gazon_maudit)_(1995)
61.Stargate_(1994)	448.Star_Trek:_The_Motion_Picture_(1979)	228.Star_Trek_III:_The_Search_for_Spock_(1984)	553.Waterworld_(1995)	379.Star_Trek:_Generations_(1994)	226.Star_Trek_VI:_The_Undiscovered_Country_(1991)	230.Batman_Returns_(1992)	28.Batman_Forever_(1995)	635.Escape_from_New_York_(1981)	402.Batman_(1989)	67.Crow,_The_(1994)
62.Santa_Clause,_The_(1994)	541.Pocahontas_(1995)	767.Casper_(1995)	385.Addams_Family_Values_(1993)	375.Houseguest_(1994)	945.Fox_and_the_Hound,_The_(1981)	950.Indian_in_the_Cupboard,_The_(1995)	79.Hot_Shots!_Part_Deux_(1993)	1090.Pete's_Dragon_(1977)	93.Home_Alone_(1990)	383.Naked_Gun_33_1/3:_The_Final_Insult_(1994)
63.Shawshank_Redemption,_The_(1994)	173.Raiders_of_the_Lost_Ark_(1981)	317.Schindler's_List_(1993)	356.One_Flew_Over_the_Cuckoo's_Nest_(1975)	203.Back_to_the_Future_(1985)	167.Monty_Python_and_the_Holy_Grail_(1974)	27.Apollo_13_(1995)	171.Empire_Strikes_Back,_The_(1980)	68.Forrest_Gump_(1994)	422.E.T._the_Extra-Terrestrial_(1982)	172.Princess_Bride,_The_(1987)
64.What's_Eating_Gilbert_Grape_(1993)	57.Quiz_Show_(1994)	530.Shine_(1996)	222.Sling_Blade_(1996)	659.Fried_Green_Tomatoes_(1991)	734.Philadelphia_(1993)	195.Dead_Poets_Society_(1989)	654.Stand_by_Me_(1986)	214.Field_of_Dreams_(1989)	47.Hoop_Dreams_(1994)	190.Amadeus_(1984)
65.While_You_Were_Sleeping_(1995)	87.Sleepless_in_Seattle_(1993)	691.American_President,_The_(1995)	392.Mrs._Doubtfire_(1993)	731.Dave_(1993)	238.Sneakers_(1992)	738.Pretty_Woman_(1990)	450.Grease_(1978)	72.Maverick_(1994)	366.Clueless_(1995)	401.Ghost_(1990)
66.Ace_Ventura:_Pet_Detective_(1994)	93.Home_Alone_(1990)	79.Hot_Shots!_Part_Deux_(1993)	779.Dumb_&_Dumber_(1994)	400.Brady_Bunch_Movie,_The_(1995)	71.Mask,_The_(1994)	385.Addams_Family_Values_(1993)	48.I.Q._(1994)	89.So_I_Married_an_Axe_Murderer_(1993)	721.Nine_Months_(1995)	383.Naked_Gun_33_1/3:_The_Final_Insult_(1994)
67.Crow,_The_(1994)	402.Batman_(1989)	549.Die_Hard:_With_a_Vengeance_(1995)	225.Die_Hard_2_(1990)	565.Clear_and_Present_Danger_(1994)	230.Batman_Returns_(1992)	384.True_Lies_(1994)	160.Top_Gun_(1986)	469.Tombstone_(1993)	53.Outbreak_(1995)	32.Desperado_(1995)
68.Forrest_Gump_(1994)	27.Apollo_13_(1995)	422.E.T._the_Extra-Terrestrial_(1982)	203.Back_to_the_Future_(1985)	96.Dances_with_Wolves_(1990)	215.When_Harry_Met_Sally..._(1989)	654.Stand_by_Me_(1986)	195.Dead_Poets_Society_(1989)	201.Groundhog_Day_(1993)	185.Blues_Brothers,_The_(1980)	356.One_Flew_Over_the_Cuckoo's_Nest_(1975)
69.Four_Weddings_and_a_Funeral_(1994)	215.When_Harry_Met_Sally..._(1989)	201.Groundhog_Day_(1993)	82.Much_Ado_About_Nothing_(1993)	209.Indiana_Jones_and_the_Last_Crusade_(1989)	96.Dances_with_Wolves_(1990)	434.Butch_Cassidy_and_the_Sundance_Kid_(1969)	195.Dead_Poets_Society_(1989)	654.Stand_by_Me_(1986)	203.Back_to_the_Future_(1985)	185.Blues_Brothers,_The_(1980)
